code,label
"['def FUNC_1(self, VAR_3, VAR_4, VAR_6):...\n'
 ""self.user_id = self.register_user('user', 'pass')\n""
 ""self.access_token = self.login('user', 'pass')\n""
 ""self.other_user_id = self.register_user('otheruser', 'pass')\n""
 ""self.other_access_token = self.login('otheruser', 'pass')\n""
 'self.room = self.helper.create_room_as(self.user_id, VAR_52=self.access_token)\n'
 'self.helper.invite(VAR_7=self.room, src=self.user_id, VAR_52=self.\n    access_token, targ=self.other_user_id)\n'
 'self.helper.join(VAR_7=self.room, user=self.other_user_id, VAR_52=self.\n    other_access_token)\n']",0
"[""@CLASS_4('settings')...\n"" '""""""docstring""""""\n'
 ""if VAR_3.path() == '/set':\n"" 'return FUNC_14(VAR_3)\n'
 ""VAR_20 = jinja.render('settings.html', title='settings', configdata=\n    configdata, confget=config.instance.get_str)\n""
 ""return 'text/html', VAR_20\n""]",1
"['def FUNC_0(self):...\n' 'super().setUp()\n'
 'self.user.is_superuser = True\n' 'self.user.save()\n']",0
"['from django.contrib.auth.decorators import login_required\n'
 'from django.shortcuts import render, redirect, get_object_or_404\n'
 'from ...core.utils.views import is_post, post_data\n'
 'from ..models import Comment\n' 'from .forms import FlagForm\n'
 '@login_required...\n'
 'VAR_2 = get_object_or_404(Comment, pk=comment_id)\n'
 'VAR_3 = FlagForm(user=request.user, VAR_2=comment, data=post_data(request))\n'
 'if is_post(VAR_0) and VAR_3.is_valid():\n' 'VAR_3.save()\n'
 ""return render(VAR_0=request, template_name=\n    'spirit/comment/flag/create.html', context={'form': form, 'comment':\n    comment})\n""
 ""return redirect(VAR_0.POST.get('next', VAR_2.get_absolute_url()))\n""]",1
"['def FUNC_17(self):...\n'
 ""assert ClearableFileInput().media._js == ['s3file/js/s3file.js']\n""]",0
"['def FUNC_50():...\n' ""return 'works'\n""]",0
"['def FUNC_28(self):...\n' ""VAR_13 = self.cleaned_data['instructions']\n""
 'self.spam_check(VAR_13)\n' 'return VAR_13\n']",0
"['from mock import Mock\n' 'from twisted.internet import defer\n'
 'from synapse.rest.client.v1 import presence\n'
 'from synapse.types import UserID\n' 'from tests import unittest\n'
 '"""""" Tests presence REST API. """"""\n' ""VAR_0 = '@sid:red'\n""
 'VAR_1 = UserID.from_string(VAR_0)\n'
 'VAR_2 = [presence.register_servlets]\n'
 'def FUNC_0(self, VAR_3, VAR_4):...\n' 'VAR_5 = Mock()\n'
 'VAR_5.set_state.return_value = defer.succeed(None)\n'
 ""VAR_6 = self.setup_test_homeserver('red', http_client=None,\n    federation_client=Mock(), VAR_5=presence_handler)\n""
 'return VAR_6\n']",1
"['def FUNC_19(VAR_7):...\n' 'if VAR_7 is None:\n' 'return\n'
 'return self.get_image_id(VAR_5, VAR_7)\n'
 'return self._create_image_id(VAR_5, VAR_7)\n']",0
['def FUNC_6():...\n' 'return VAR_11\n'],0
"['def FUNC_41(self, VAR_5, VAR_7=False):...\n'
 ""VAR_3 = self.client.get('/login_required/')\n""
 'self.assertEqual(VAR_3.status_code, 302)\n'
 'self.assertURLEqual(VAR_3.url, VAR_5, VAR_7=parse_qs)\n']",0
"['def FUNC_2(self) ->str:...\n' '""""""docstring""""""\n' 'if self.required:\n'
 'return self._type_string\n' ""return f'Optional[{self._type_string}]'\n""]",1
"['from mock import Mock, patch\n'
 'from parameterized import parameterized\n'
 'from synapse.app.generic_worker import GenericWorkerServer\n'
 'from synapse.app.homeserver import SynapseHomeServer\n'
 'from synapse.config.server import parse_listener_def\n'
 'from tests.server import make_request\n'
 'from tests.unittest import HomeserverTestCase\n'
 'def FUNC_0(self, VAR_0, VAR_1):...\n'
 'VAR_4 = self.setup_test_homeserver(http_client=None, homeserver_to_use=\n    GenericWorkerServer)\n'
 'return VAR_4\n']",1
"['def __new__(VAR_197, *VAR_9, **VAR_13):...\n'
 'VAR_215 = thread.get_ident()\n' 'VAR_323 = thread.allocate_lock()\n'
 'VAR_323.acquire()\n' 'VAR_323.release()\n'
 'return VAR_197.instances[VAR_215]\n'
 'VAR_458 = object.__new__(VAR_197, *VAR_9, **b)\n'
 'VAR_197.instances[VAR_215] = VAR_458\n' 'return VAR_458\n']",0
"['@handle_dashboard_error...\n' '""""""docstring""""""\n'
 'VAR_65 = get_course_by_id(SlashSeparatedCourseKey.from_deprecated_string(\n    VAR_10))\n'
 ""VAR_40 = require_student_from_identifier(VAR_9.GET.get('student'))\n""
 ""VAR_36 = find_unit(VAR_65, VAR_9.GET.get('url'))\n""
 'set_due_date_extension(VAR_65, VAR_36, VAR_40, None)\n'
 ""if not getattr(VAR_36, 'due', None):\n""
 ""return JsonResponse(_(\n    'Successfully removed invalid due date extension (unit has no due date).'))\n""
 ""VAR_145 = VAR_36.due.strftime('%Y-%m-%d %H:%M')\n""
 ""return JsonResponse(_(\n    'Successfully reset due date for student {0} for {1} to {2}').format(\n    VAR_40.profile.name, FUNC_59(VAR_36), VAR_145))\n""]",1
"['def FUNC_0(self, VAR_0, VAR_1):...\n'
 'VAR_4 = self.setup_test_homeserver(http_client=None, homeserver_to_use=\n    GenericWorkerServer)\n'
 'return VAR_4\n']",1
"['def FUNC_2(self) ->str:...\n' '""""""docstring""""""\n' 'if self.required:\n'
 ""return f'List[{self.inner_property.get_type_string()}]'\n""
 ""return f'Optional[List[{self.inner_property.get_type_string()}]]'\n""]",1
"['def FUNC_4():...\n'
 ""assert utils.spinal_case('keep_alive') == 'keep-alive'\n""]",1
"['import email.mime.multipart\n' 'import email.utils\n' 'import logging\n'
 'import urllib.parse\n'
 'from email.mime.multipart import MIMEMultipart\n'
 'from email.mime.text import MIMEText\n'
 'from typing import TYPE_CHECKING, Any, Dict, Iterable, List, Optional, TypeVar\n'
 'import bleach\n' 'import jinja2\n'
 'from synapse.api.constants import EventTypes, Membership\n'
 'from synapse.api.errors import StoreError\n'
 'from synapse.config.emailconfig import EmailSubjectConfig\n'
 'from synapse.events import EventBase\n'
 'from synapse.logging.context import make_deferred_yieldable\n'
 'from synapse.push.presentable_names import calculate_room_name, descriptor_from_member_events, name_from_member_event\n'
 'from synapse.types import StateMap, UserID\n'
 'from synapse.util.async_helpers import concurrently_execute\n'
 'from synapse.visibility import filter_events_for_client\n'
 'if TYPE_CHECKING:\n' 'from synapse.app.homeserver import HomeServer\n'
 'VAR_0 = logging.getLogger(__name__)\n' ""VAR_1 = TypeVar('T')\n""
 'VAR_2 = 1\n' 'VAR_3 = 1\n'
 ""VAR_4 = ['font', 'del', 'h3', 'h4', 'h5', 'h6', 'blockquote', 'p', 'a',\n    'ul', 'ol', 'nl', 'li', 'b', 'i', 'u', 'strong', 'em', 'strike', 'code',\n    'hr', 'br', 'div', 'table', 'thead', 'caption', 'tbody', 'tr', 'th',\n    'td', 'pre']\n""
 ""VAR_5 = {'font': ['color'], 'a': ['href', 'name', 'target'], 'img': ['src']}\n""
 ""def __init__(self, VAR_10: 'HomeServer', VAR_11: str, VAR_12: jinja2....\n""
 'self.hs = VAR_10\n' 'self.template_html = VAR_12\n'
 'self.template_text = VAR_13\n'
 'self.sendmail = self.hs.get_sendmail()\n'
 'self.store = self.hs.get_datastore()\n'
 'self.macaroon_gen = self.hs.get_macaroon_generator()\n'
 'self.state_handler = self.hs.get_state_handler()\n'
 'self.storage = VAR_10.get_storage()\n' 'self.app_name = VAR_11\n'
 'self.email_subjects = VAR_10.config.email_subjects\n'
 ""VAR_0.info('Created Mailer for app_name %s' % VAR_11)\n""
 'async def FUNC_4(self, VAR_14: str, VAR_15: str, VAR_16: str, VAR_17: str...\n'
 '""""""docstring""""""\n'
 ""VAR_36 = {'token': VAR_15, 'client_secret': VAR_16, 'sid': VAR_17}\n""
 ""VAR_37 = (self.hs.config.public_baseurl + \n    '_synapse/client/password_reset/email/submit_token?%s' % urllib.parse.\n    urlencode(VAR_36))\n""
 ""VAR_38 = {'link': VAR_37}\n""
 ""await self.send_email(VAR_14, self.email_subjects.password_reset % {\n    'server_name': self.hs.config.server_name}, VAR_38)\n""
 'async def FUNC_5(self, VAR_14: str, VAR_15: str, VAR_16: str, VAR_17: str...\n'
 '""""""docstring""""""\n'
 ""VAR_36 = {'token': VAR_15, 'client_secret': VAR_16, 'sid': VAR_17}\n""
 ""VAR_37 = (self.hs.config.public_baseurl + \n    '_matrix/client/unstable/registration/email/submit_token?%s' % urllib.\n    parse.urlencode(VAR_36))\n""
 ""VAR_38 = {'link': VAR_37}\n""
 ""await self.send_email(VAR_14, self.email_subjects.email_validation % {\n    'server_name': self.hs.config.server_name}, VAR_38)\n""
 'async def FUNC_6(self, VAR_14: str, VAR_15: str, VAR_16: str, VAR_17: str...\n'
 '""""""docstring""""""\n'
 ""VAR_36 = {'token': VAR_15, 'client_secret': VAR_16, 'sid': VAR_17}\n""
 ""VAR_37 = (self.hs.config.public_baseurl + \n    '_matrix/client/unstable/add_threepid/email/submit_token?%s' % urllib.\n    parse.urlencode(VAR_36))\n""
 ""VAR_38 = {'link': VAR_37}\n""
 ""await self.send_email(VAR_14, self.email_subjects.email_validation % {\n    'server_name': self.hs.config.server_name}, VAR_38)\n""
 'async def FUNC_7(self, VAR_18: str, VAR_19: str, VAR_14: str, VAR_20:...\n'
 '""""""docstring""""""\n' ""VAR_39 = FUNC_2([pa['room_id'] for pa in VAR_20])\n""
 ""VAR_26 = await self.store.get_events([pa['event_id'] for pa in VAR_20])\n""
 'VAR_32 = {}\n' 'for pa in VAR_20:\n'
 ""VAR_32.setdefault(pa['room_id'], []).append(pa)\n"" 'VAR_40 = {}\n'
 'VAR_64 = await self.store.get_profile_displayname(UserID.from_string(VAR_19\n    ).localpart)\n'
 'VAR_64 = VAR_19\n' 'async def FUNC_18(VAR_24):...\n'
 'if VAR_64 is None:\n'
 'VAR_65 = await self.store.get_current_state_ids(VAR_24)\n'
 'VAR_64 = VAR_19\n' 'VAR_40[VAR_24] = VAR_65\n'
 'await concurrently_execute(FUNC_18, VAR_39, 3)\n'
 ""VAR_39.sort(key=lambda r: -(notifs_by_room[r][-1]['received_ts'] or 0))\n""
 'VAR_41 = []\n' 'for r in VAR_39:\n'
 'VAR_66 = await self.get_room_vars(r, VAR_19, VAR_32[r], VAR_26, VAR_40[r])\n'
 ""VAR_21['room_name'] = await calculate_room_name(self.store, VAR_40[VAR_21[\n    'room_id']], VAR_19, fallback_to_members=True)\n""
 'VAR_41.append(VAR_66)\n'
 'VAR_42 = await self.make_summary_text(VAR_32, VAR_40, VAR_26, VAR_19, VAR_21)\n'
 ""VAR_38 = {'user_display_name': VAR_64, 'unsubscribe_link': self.\n    make_unsubscribe_link(VAR_19, VAR_18, VAR_14), 'summary_text': VAR_42,\n    'rooms': VAR_41, 'reason': VAR_21}\n""
 'await self.send_email(VAR_14, VAR_42, VAR_38)\n'
 'async def FUNC_8(self, VAR_14: str, VAR_22: str, VAR_23: Dict[str, Any]...\n'
 '""""""docstring""""""\n'
 ""VAR_67 = self.hs.config.email_notif_from % {'app': self.app_name}\n""
 'VAR_67 = self.hs.config.email_notif_from\n'
 'VAR_43 = email.utils.parseaddr(VAR_67)[1]\n'
 'VAR_44 = email.utils.parseaddr(VAR_14)[1]\n' ""if VAR_44 == '':\n""
 ""VAR_38 = {'app_name': self.app_name, 'server_name': self.hs.config.server.\n    server_name}\n""
 'VAR_38.update(VAR_23)\n'
 'VAR_45 = self.template_html.render(**template_vars)\n'
 ""VAR_46 = MIMEText(VAR_45, 'html', 'utf8')\n""
 'VAR_47 = self.template_text.render(**template_vars)\n'
 ""VAR_48 = MIMEText(VAR_47, 'plain', 'utf8')\n""
 ""VAR_49 = MIMEMultipart('alternative')\n"" ""VAR_49['Subject'] = VAR_22\n""
 ""VAR_49['From'] = VAR_67\n"" ""VAR_49['To'] = VAR_14\n""
 ""VAR_49['Date'] = email.utils.formatdate()\n""
 ""VAR_49['Message-ID'] = email.utils.make_msgid()\n""
 'VAR_49.attach(VAR_48)\n' 'VAR_49.attach(VAR_46)\n'
 ""VAR_0.info('Sending email to %s' % VAR_14)\n""
 ""await make_deferred_yieldable(self.sendmail(self.hs.config.email_smtp_host,\n    VAR_43, VAR_44, VAR_49.as_string().encode('utf8'), reactor=self.hs.\n    get_reactor(), port=self.hs.config.email_smtp_port,\n    requireAuthentication=self.hs.config.email_smtp_user is not None,\n    username=self.hs.config.email_smtp_user, password=self.hs.config.\n    email_smtp_pass, requireTransportSecurity=self.hs.config.\n    require_transport_security))\n""
 'async def FUNC_9(self, VAR_24: str, VAR_19: str, VAR_25: Iterable[Dict[str,...\n'
 'VAR_50 = False\n' 'for n in VAR_25:\n'
 ""VAR_68 = VAR_26[n['event_id']]\n""
 'VAR_51 = await calculate_room_name(self.store, VAR_27, VAR_19)\n'
 'if VAR_68.type == EventTypes.Member and VAR_68.state_key == VAR_19:\n'
 ""VAR_52 = {'title': VAR_51, 'hash': FUNC_3(VAR_24), 'notifs': [], 'invite':\n    VAR_50, 'link': self.make_room_link(VAR_24)}\n""
 ""if VAR_68.content.get('membership') == Membership.INVITE:\n""
 'if not VAR_50:\n' 'VAR_50 = True\n' 'for n in VAR_25:\n'
 'return VAR_52\n'
 ""VAR_71 = await self.get_notif_vars(n, VAR_19, VAR_26[n['event_id']], VAR_27)\n""
 'VAR_72 = False\n'
 ""if VAR_52['notifs'] and 'messages' in VAR_52['notifs'][-1]:\n""
 ""VAR_77 = VAR_52['notifs'][-1]['messages']\n"" 'if not VAR_72:\n'
 ""for message in VAR_71['messages']:\n""
 ""VAR_52['notifs'].append(VAR_71)\n""
 ""VAR_81 = list(filter(lambda VAR_81: VAR_81['id'] == message['id'], VAR_77))\n""
 'if VAR_81:\n' ""if not message['is_historical']:\n"" 'if VAR_72:\n'
 ""VAR_81[0]['is_historical'] = False\n"" 'VAR_72 = True\n'
 'VAR_77.append(message)\n']",0
"['def __init__(self, VAR_2, VAR_3):...\n' 'self.app = VAR_2\n'
 ""self.memcache_servers = VAR_3.get('memcache_servers')\n""
 'if not self.memcache_servers:\n'
 ""VAR_6 = os.path.join(VAR_3.get('swift_dir', '/etc/swift'), 'memcache.conf')\n""
 'if not self.memcache_servers:\n' 'VAR_7 = ConfigParser()\n'
 ""self.memcache_servers = '127.0.0.1:11211'\n""
 ""self.memcache = MemcacheRing([s.strip() for s in self.memcache_servers.\n    split(',') if s.strip()])\n""
 'if VAR_7.read(VAR_6):\n'
 ""self.memcache_servers = VAR_7.get('memcache', 'memcache_servers')\n""]",1
"['""""""Tests REST events for /rooms paths.""""""\n' 'from mock import Mock\n'
 'from twisted.internet import defer\n'
 'from synapse.rest.client.v1 import room\n'
 'from synapse.types import UserID\n' 'from tests import unittest\n'
 ""VAR_0 = '/_matrix/client/api/v1'\n""
 '"""""" Tests /rooms/$room_id/typing/$user_id REST API. """"""\n'
 ""VAR_1 = '@sid:red'\n"" 'VAR_2 = UserID.from_string(VAR_1)\n'
 'VAR_3 = [room.register_servlets]\n'
 'def FUNC_0(self, VAR_4, VAR_5):...\n'
 ""VAR_6 = self.setup_test_homeserver('red', http_client=None,\n    federation_client=Mock())\n""
 ""self.event_source = VAR_6.get_event_sources().sources['typing']\n""
 'VAR_6.get_federation_handler = Mock()\n'
 'async def FUNC_5(VAR_7=None, VAR_8=False):...\n'
 ""return {'user': UserID.from_string(self.auth_user_id), 'token_id': 1,\n    'is_guest': False}\n""]",1
['def FUNC_63(VAR_79):...\n' ''],0
"['from django.utils import timezone\n'
 'from django.shortcuts import render, redirect, get_object_or_404\n'
 'from django.contrib import messages\n'
 'from django.utils.translation import gettext as _\n'
 'from spirit.core.utils.views import is_post\n'
 'from spirit.core.utils.decorators import moderator_required\n'
 'from spirit.comment.models import Comment\n'
 'from spirit.topic.models import Topic\n' '@moderator_required...\n'
 'VAR_6 = get_object_or_404(Topic, VAR_1=pk)\n' 'if is_post(VAR_0):\n'
 ""VAR_7 = Topic.objects.filter(VAR_1=pk).exclude(**{field_name: to_value}\n    ).update(**{field_name: to_value, 'reindex_at': timezone.now()})\n""
 ""return render(VAR_0=request, template_name='spirit/topic/moderate.html',\n    context={'topic': topic})\n""
 'if VAR_7 and VAR_4 is not None:\n'
 'Comment.create_moderation_action(user=request.user, VAR_6=topic, VAR_4=action)\n'
 'if VAR_5 is not None:\n' 'messages.info(VAR_0, VAR_5)\n'
 ""return redirect(VAR_0.POST.get('next', VAR_6.get_absolute_url()))\n""]",1
"['def FUNC_10(self, VAR_2=None):...\n' 'VAR_6 = self.get_app()\n'
 'if VAR_15.is_authenticated():\n' 'VAR_23 = 403\n' 'VAR_23 = 401\n'
 ""if VAR_6.config.get('FRONTED_BY_NGINX'):\n""
 ""VAR_24 = 'https://{}:{}{}'.format(VAR_6.config.get('FQDN'), VAR_6.config.\n    get('NGINX_PORT'), '/login')\n""
 ""VAR_24 = 'http://{}:{}{}'.format(VAR_6.config.get('FQDN'), VAR_6.config.get\n    ('API_PORT'), '/login')\n""
 'if VAR_15.is_authenticated():\n'
 ""VAR_25 = {'authenticated': True, 'user': VAR_15.email, 'roles': VAR_15.role}\n""
 ""VAR_25 = {'authenticated': False, 'user': None, 'url': VAR_24}\n""
 ""return Response(response=json.dumps({'auth': auth_dict}), VAR_23=status,\n    mimetype='application/json')\n""]",1
"['def FUNC_8(self):...\n' '""""""docstring""""""\n'
 ""VAR_5 = 'http://www.example.com'\n""
 'self.assertEqual(format_value(VAR_5),\n    \'<a href=""http://www.example.com"">http://www.example.com</a>\')\n']",0
"['def FUNC_2(VAR_4: Dict[str, Any]) ->Union[datetime, date]:...\n'
 'VAR_5: Union[datetime, date]\n'
 ""VAR_5 = datetime.fromisoformat(VAR_0['aCamelDateTime'])\n""
 ""VAR_5 = date.fromisoformat(VAR_0['aCamelDateTime'])\n"" 'return VAR_5\n'
 'return VAR_5\n']",1
"['def FUNC_8(VAR_5):...\n' 'import os\n'
 'VAR_28 = os.path.dirname(__file__)\n' 'VAR_29 = VAR_5\n'
 'VAR_30 = os.path.join(VAR_28, VAR_29)\n' 'return VAR_30\n']",1
"['def FUNC_2(self, VAR_5):...\n' '""""""docstring""""""\n' 'VAR_11 = False\n'
 ""if VAR_5.session.get('callback') is None:\n""
 ""VAR_5.session['callback'] = dict()\n""
 ""if VAR_5.session.get('shares') is None:\n"" 'VAR_11 = True\n'
 ""VAR_5.session['shares'] = dict()\n"" 'if VAR_11:\n' 'VAR_11 = True\n'
 'VAR_5.session.modified = True\n']",0
"['from django.contrib.auth.decorators import login_required\n'
 'from django.shortcuts import render, redirect, get_object_or_404\n'
 'from django.views.decorators.http import require_POST\n'
 'from django.contrib import messages\n'
 'from django.http import Http404\n' 'from djconfig import config\n'
 'from spirit.core.utils.views import is_post, post_data, is_ajax\n'
 'from spirit.core.utils.ratelimit.decorators import ratelimit\n'
 'from spirit.core.utils.decorators import moderator_required\n'
 'from spirit.core.utils import markdown, paginator, render_form_errors, json_response\n'
 'from spirit.topic.models import Topic\n' 'from .models import Comment\n'
 'from .forms import CommentForm, CommentMoveForm, CommentImageForm, CommentFileForm\n'
 'from .utils import comment_posted, post_comment_update, pre_comment_update, post_comment_move\n'
 '@login_required...\n' 'VAR_4 = None\n' 'if VAR_2:\n'
 'VAR_8 = get_object_or_404(Comment.objects.for_access(VAR_5=request.user),\n    VAR_2=pk)\n'
 'VAR_5 = VAR_0.user\n'
 'VAR_11 = markdown.quotify(VAR_8.comment, VAR_8.user.st.nickname)\n'
 'VAR_6 = get_object_or_404(Topic.objects.opened().for_access(VAR_5), VAR_2=\n    topic_id)\n'
 ""VAR_4 = {'comment': VAR_11}\n""
 'VAR_7 = CommentForm(VAR_5=user, VAR_6=topic, data=post_data(request), VAR_4\n    =initial)\n'
 'if is_post(VAR_0) and not VAR_0.is_limited() and VAR_7.is_valid():\n'
 'if not VAR_5.st.update_post_hash(VAR_7.get_comment_hash()):\n'
 ""return render(VAR_0=request, template_name='spirit/comment/publish.html',\n    context={'form': form, 'topic': topic})\n""
 ""return redirect(VAR_0.POST.get('next', None) or Comment.get_last_for_topic(\n    VAR_1).get_absolute_url())\n""
 'VAR_8 = VAR_7.save()\n'
 'comment_posted(VAR_8=comment, mentions=form.mentions)\n'
 ""return redirect(VAR_0.POST.get('next', VAR_8.get_absolute_url()))\n""]",1
"['@require_POST...\n'
 'VAR_5 = get_object_or_404(TopicNotification, VAR_2=pk, user=request.user)\n'
 'VAR_4 = NotificationForm(data=request.POST, instance=notification)\n'
 'if VAR_4.is_valid():\n' 'VAR_4.save()\n'
 'messages.error(VAR_0, utils.render_form_errors(VAR_4))\n'
 ""return redirect(VAR_0.POST.get('next', VAR_5.topic.get_absolute_url()))\n""]",1
